training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,5000,0.2912,-1,4.8671,-1,3000.6680,-1
0,1,5000,0.3760,-1,4.1053,-1,3000.6680,-1
0,2,5000,0.4034,-1,4.0336,-1,3000.6680,-1
0,3,5000,0.4092,-1,4.0050,-1,3000.6680,-1
0,4,5000,0.4396,-1,3.6474,-1,3000.6680,-1
0,5,5000,0.4434,-1,3.0504,-1,3000.6680,-1
0,6,5000,0.4604,-1,3.4741,-1,3000.6680,-1
0,7,5000,0.4770,-1,3.5398,-1,3000.6680,-1
1,0,5000,0.1210,-1,3.8741,-1,3000.6680,-1
1,1,5000,0.1912,-1,3.5109,-1,3000.6680,-1
1,2,5000,0.2202,-1,3.9960,-1,3000.6680,-1
1,3,5000,0.2452,-1,3.3015,-1,3000.6680,-1
1,4,5000,0.2576,-1,3.9447,-1,3000.6680,-1
1,5,5000,0.2694,-1,3.4965,-1,3000.6680,-1
1,6,5000,0.2706,-1,3.8113,-1,3000.6680,-1
1,7,5000,0.2828,-1,3.6603,-1,3000.6680,-1
2,0,5000,0.2578,-1,3.8527,-1,3000.6680,-1
2,1,5000,0.3824,-1,3.5456,-1,3000.6680,-1
2,2,5000,0.4050,-1,3.9815,-1,3000.6680,-1
2,3,5000,0.4352,-1,3.3081,-1,3000.6680,-1
2,4,5000,0.4452,-1,3.9859,-1,3000.6680,-1
2,5,5000,0.4608,-1,3.3056,-1,3000.6680,-1
2,6,5000,0.4652,-1,4.0433,-1,3000.6680,-1
2,7,5000,0.4720,-1,3.2299,-1,3000.6680,-1
3,0,5000,0.2418,-1,3.7520,-1,3000.6680,-1
3,1,5000,0.3610,-1,3.9317,-1,3000.6680,-1
3,2,5000,0.3794,-1,3.7423,-1,3000.6680,-1
3,3,5000,0.3984,-1,3.5893,-1,3000.6680,-1
3,4,5000,0.4040,-1,3.8237,-1,3000.6680,-1
3,5,5000,0.4144,-1,2.8913,-1,3000.6680,-1
3,6,5000,0.4252,-1,3.5808,-1,3000.6680,-1
3,7,5000,0.4346,-1,3.7661,-1,3000.6680,-1
4,0,5000,0.2550,-1,3.6808,-1,3000.6680,-1
4,1,5000,0.3816,-1,2.8595,-1,3000.6680,-1
4,2,5000,0.4004,-1,3.5594,-1,3000.6680,-1
4,3,5000,0.4248,-1,3.7307,-1,3000.6680,-1
4,4,5000,0.4328,-1,3.6119,-1,3000.6680,-1
4,5,5000,0.4444,-1,2.9595,-1,3000.6680,-1
4,6,5000,0.4574,-1,3.6232,-1,3000.6680,-1
4,7,5000,0.4538,-1,3.9972,-1,3000.6680,-1
5,0,5000,0.2968,-1,3.9377,-1,3000.6680,-1
5,1,5000,0.3990,-1,3.2054,-1,3000.6680,-1
5,2,5000,0.4420,-1,3.9962,-1,3000.6680,-1
5,3,5000,0.4578,-1,3.2257,-1,3000.6680,-1
5,4,5000,0.4722,-1,3.9632,-1,3000.6680,-1
5,5,5000,0.4750,-1,3.4054,-1,3000.6680,-1
5,6,5000,0.4952,-1,3.6909,-1,3000.6680,-1
5,7,5000,0.5016,-1,3.8105,-1,3000.6680,-1
6,0,5000,0.3052,-1,3.6449,-1,3000.6680,-1
6,1,5000,0.4252,-1,3.7233,-1,3000.6680,-1
6,2,5000,0.4504,-1,4.3197,-1,3000.6680,-1
6,3,5000,0.4650,-1,3.3511,-1,3000.6680,-1
6,4,5000,0.4796,-1,4.0251,-1,3000.6680,-1
6,5,5000,0.4840,-1,3.9444,-1,3000.6680,-1
6,6,5000,0.4928,-1,3.3088,-1,3000.6680,-1
6,7,5000,0.4986,-1,3.8251,-1,3000.6680,-1
7,0,5000,0.2630,-1,3.8242,-1,3000.6680,-1
7,1,5000,0.3956,-1,3.4502,-1,3000.6680,-1
7,2,5000,0.4150,-1,3.8192,-1,3000.6680,-1
7,3,5000,0.4372,-1,3.5288,-1,3000.6680,-1
7,4,5000,0.4454,-1,3.0209,-1,3000.6680,-1
7,5,5000,0.4556,-1,3.7340,-1,3000.6680,-1
7,6,5000,0.4616,-1,3.6644,-1,3000.6680,-1
7,7,5000,0.4754,-1,2.9794,-1,3000.6680,-1
8,0,5000,0.2404,-1,3.8674,-1,3000.6680,-1
8,1,5000,0.3622,-1,2.9819,-1,3000.6680,-1
8,2,5000,0.3800,-1,3.6587,-1,3000.6680,-1
8,3,5000,0.4096,-1,3.4645,-1,3000.6680,-1
8,4,5000,0.3996,-1,3.3179,-1,3000.6680,-1
8,5,5000,0.4110,-1,3.8649,-1,3000.6680,-1
8,6,5000,0.4188,-1,3.3187,-1,3000.6680,-1
8,7,5000,0.4244,-1,3.9865,-1,3000.6680,-1
9,0,5000,0.3078,-1,4.0585,-1,3000.6680,-1
9,1,5000,0.4538,-1,3.3685,-1,3000.6680,-1
9,2,5000,0.4838,-1,4.1273,-1,3000.6680,-1
9,3,5000,0.4940,-1,3.8808,-1,3000.6680,-1
9,4,5000,0.5114,-1,3.2873,-1,3000.6680,-1
9,5,5000,0.5234,-1,4.0260,-1,3000.6680,-1
9,6,5000,0.5312,-1,3.3841,-1,3000.6680,-1
9,7,5000,0.5442,-1,3.8919,-1,3000.6680,-1
