,Experience,naive,cumulative,joint_training,replay_500,replay_2500,lwf
0,0,0.19990000000000002,0.19982,0.97264,0.19982,0.19982,0.19982
1,0,0.19982,0.19990000000000002,0.9729800000000001,0.19982,0.19982,0.19982
2,0,0.19982,0.19982,0.9730000000000001,0.19982,0.19982,0.19990000000000002
3,1,0.19794,0.39631999999999995,0.97264,0.39374000000000003,0.39486,0.30385999999999996
4,1,0.19814,0.3966,0.9729800000000001,0.3926,0.39516,0.30814
5,1,0.19834000000000002,0.39622,0.9730000000000001,0.39182,0.39455999999999997,0.30894
6,2,0.19958,0.5922799999999999,0.97264,0.57334,0.58426,0.28298
7,2,0.19968,0.59328,0.9729800000000001,0.57108,0.5858800000000001,0.28468
8,2,0.19958,0.5923999999999999,0.9730000000000001,0.57026,0.58422,0.2855
9,3,0.1992,0.78806,0.97264,0.7499800000000001,0.7681799999999999,0.36075999999999997
10,3,0.1994,0.7872399999999999,0.9729800000000001,0.75252,0.7716200000000001,0.35768
11,3,0.19962,0.7884,0.9730000000000001,0.7476,0.76872,0.3678
12,4,0.19758,0.9776999999999999,0.97264,0.8926000000000001,0.9375,0.29575999999999997
13,4,0.19827999999999998,0.9783800000000001,0.9729800000000001,0.8835000000000001,0.93822,0.29938000000000003
14,4,0.19817999999999997,0.97826,0.9730000000000001,0.8815999999999999,0.9377600000000001,0.2897
