training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,5000,0.2882,-1,3.3161,-1,3147.1562,-1
0,1,5000,0.3732,-1,2.8955,-1,3147.1562,-1
0,2,5000,0.3964,-1,3.3963,-1,3147.1562,-1
0,3,5000,0.4266,-1,3.3199,-1,3147.1562,-1
0,4,5000,0.4324,-1,2.6042,-1,3147.1562,-1
0,5,5000,0.4492,-1,3.5184,-1,3147.1562,-1
0,6,5000,0.4588,-1,3.4545,-1,3147.1562,-1
0,7,5000,0.4744,-1,2.7012,-1,3147.1562,-1
1,0,5000,0.1220,-1,3.8192,-1,3147.1562,-1
1,1,5000,0.2036,-1,3.3031,-1,3147.1562,-1
1,2,5000,0.2242,-1,3.2010,-1,3147.1562,-1
1,3,5000,0.2304,-1,3.6559,-1,3147.1562,-1
1,4,5000,0.2516,-1,2.9546,-1,3147.1562,-1
1,5,5000,0.2698,-1,3.6020,-1,3147.1562,-1
1,6,5000,0.2802,-1,3.7102,-1,3147.1562,-1
1,7,5000,0.2866,-1,2.8880,-1,3147.1562,-1
2,0,5000,0.2798,-1,3.7252,-1,3147.1562,-1
2,1,5000,0.3984,-1,3.3989,-1,3147.1562,-1
2,2,5000,0.4274,-1,3.0232,-1,3147.1562,-1
2,3,5000,0.4500,-1,3.6081,-1,3147.1562,-1
2,4,5000,0.4620,-1,3.7011,-1,3147.1562,-1
2,5,5000,0.4690,-1,3.3083,-1,3147.1562,-1
2,6,5000,0.4804,-1,3.1608,-1,3147.1562,-1
2,7,5000,0.4868,-1,3.6742,-1,3147.1562,-1
3,0,5000,0.2558,-1,3.8170,-1,3147.1562,-1
3,1,5000,0.3724,-1,2.9152,-1,3147.1562,-1
3,2,5000,0.3900,-1,3.5799,-1,3147.1562,-1
3,3,5000,0.4024,-1,3.7730,-1,3147.1562,-1
3,4,5000,0.4192,-1,3.1956,-1,3147.1562,-1
3,5,5000,0.4238,-1,3.4506,-1,3147.1562,-1
3,6,5000,0.4380,-1,3.7483,-1,3147.1562,-1
3,7,5000,0.4442,-1,3.6280,-1,3147.1562,-1
4,0,5000,0.2760,-1,3.7518,-1,3147.1562,-1
4,1,5000,0.3922,-1,2.9207,-1,3147.1562,-1
4,2,5000,0.4070,-1,3.6114,-1,3147.1562,-1
4,3,5000,0.4476,-1,3.7645,-1,3147.1562,-1
4,4,5000,0.4562,-1,2.9718,-1,3147.1562,-1
4,5,5000,0.4670,-1,3.6222,-1,3147.1562,-1
4,6,5000,0.4744,-1,3.7095,-1,3147.1562,-1
4,7,5000,0.4718,-1,3.5513,-1,3147.1562,-1
5,0,5000,0.2826,-1,2.9675,-1,3147.1562,-1
5,1,5000,0.4004,-1,3.6065,-1,3147.1562,-1
5,2,5000,0.4292,-1,3.7033,-1,3147.1562,-1
5,3,5000,0.4408,-1,3.5962,-1,3147.1562,-1
5,4,5000,0.4552,-1,2.9179,-1,3147.1562,-1
5,5,5000,0.4698,-1,3.6052,-1,3147.1562,-1
5,6,5000,0.4784,-1,3.6994,-1,3147.1562,-1
5,7,5000,0.4774,-1,3.0226,-1,3147.1562,-1
6,0,5000,0.3054,-1,3.7648,-1,3147.1562,-1
6,1,5000,0.4326,-1,2.9550,-1,3147.1562,-1
6,2,5000,0.4546,-1,3.6148,-1,3147.1562,-1
6,3,5000,0.4706,-1,3.7531,-1,3147.1562,-1
6,4,5000,0.4818,-1,3.2089,-1,3147.1562,-1
6,5,5000,0.4970,-1,3.3679,-1,3147.1562,-1
6,6,5000,0.4976,-1,3.7598,-1,3147.1562,-1
6,7,5000,0.5080,-1,3.5904,-1,3147.1562,-1
7,0,5000,0.2684,-1,3.7304,-1,3147.1562,-1
7,1,5000,0.3758,-1,3.2516,-1,3147.1562,-1
7,2,5000,0.4182,-1,3.7005,-1,3147.1562,-1
7,3,5000,0.4306,-1,3.9677,-1,3147.1562,-1
7,4,5000,0.4528,-1,3.4971,-1,3147.1562,-1
7,5,5000,0.4616,-1,4.0986,-1,3147.1562,-1
7,6,5000,0.4668,-1,3.8367,-1,3147.1562,-1
7,7,5000,0.4770,-1,3.2701,-1,3147.1562,-1
8,0,5000,0.2446,-1,3.8561,-1,3147.1562,-1
8,1,5000,0.3596,-1,2.9670,-1,3147.1562,-1
8,2,5000,0.3892,-1,3.6055,-1,3147.1562,-1
8,3,5000,0.4064,-1,3.7317,-1,3147.1562,-1
8,4,5000,0.4230,-1,3.0859,-1,3147.1562,-1
8,5,5000,0.4110,-1,3.5386,-1,3147.1562,-1
8,6,5000,0.4300,-1,3.7451,-1,3147.1562,-1
8,7,5000,0.4322,-1,3.0106,-1,3147.1562,-1
9,0,5000,0.3042,-1,3.7780,-1,3147.1562,-1
9,1,5000,0.4538,-1,2.8909,-1,3147.1562,-1
9,2,5000,0.4698,-1,3.6037,-1,3147.1562,-1
9,3,5000,0.4968,-1,3.7231,-1,3147.1562,-1
9,4,5000,0.5110,-1,3.5472,-1,3147.1562,-1
9,5,5000,0.5194,-1,2.9753,-1,3147.1562,-1
9,6,5000,0.5210,-1,3.6199,-1,3147.1562,-1
9,7,5000,0.5414,-1,3.7251,-1,3147.1562,-1
