training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
9,0,10000,0.6012,-1,12.3335,-1,3599.6758,-1
9,1,10000,0.6720,-1,11.7573,-1,3599.8086,-1
9,2,10000,0.6994,-1,11.4431,-1,3599.8086,-1
9,3,10000,0.7237,-1,11.6149,-1,3599.8086,-1
9,4,10000,0.7471,-1,11.8442,-1,3599.8086,-1
9,5,10000,0.7595,-1,11.8050,-1,3599.8086,-1
9,6,10000,0.7832,-1,11.8210,-1,3599.7305,-1
9,7,10000,0.8005,-1,12.5874,-1,3599.6289,-1
9,8,10000,0.8156,-1,12.0203,-1,3599.6289,-1
9,9,10000,0.8355,-1,11.8553,-1,3599.6289,-1
