training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,5000,0.2912,-1,3.3851,-1,3937.7617,-1
0,1,5000,0.3790,-1,2.7031,-1,3937.7617,-1
0,2,5000,0.4064,-1,3.2532,-1,3937.7617,-1
0,3,5000,0.4120,-1,3.3882,-1,3937.7617,-1
0,4,5000,0.4340,-1,2.9612,-1,3937.7617,-1
0,5,5000,0.4514,-1,2.9148,-1,3937.7617,-1
0,6,5000,0.4566,-1,3.2817,-1,3937.7617,-1
0,7,5000,0.4684,-1,3.3883,-1,3937.7617,-1
1,0,10000,0.2735,-1,6.3203,-1,3937.7617,-1
1,1,10000,0.3095,-1,6.8459,-1,3937.7617,-1
1,2,10000,0.3294,-1,5.9676,-1,3937.7617,-1
1,3,10000,0.3438,-1,6.1670,-1,3937.7617,-1
1,4,10000,0.3496,-1,6.8023,-1,3937.7617,-1
1,5,10000,0.3612,-1,6.0139,-1,3937.7617,-1
1,6,10000,0.3613,-1,6.3846,-1,3937.7617,-1
1,7,10000,0.3706,-1,6.5575,-1,3937.7617,-1
2,0,15000,0.2796,-1,9.5591,-1,3937.7617,-1
2,1,15000,0.3061,-1,9.5241,-1,3937.5898,-1
2,2,15000,0.3252,-1,9.4831,-1,3937.5898,-1
2,3,15000,0.3351,-1,9.4956,-1,3937.5898,-1
2,4,15000,0.3402,-1,9.4550,-1,3937.5898,-1
2,5,15000,0.3453,-1,9.4619,-1,3937.5898,-1
2,6,15000,0.3461,-1,9.4363,-1,3937.5898,-1
2,7,15000,0.3569,-1,9.5752,-1,3937.5898,-1
3,0,20000,0.2845,-1,12.9797,-1,3937.5898,-1
3,1,20000,0.2960,-1,12.1688,-1,3937.5898,-1
3,2,20000,0.3087,-1,12.7634,-1,3937.5898,-1
3,3,20000,0.3148,-1,12.8113,-1,3937.5898,-1
3,4,20000,0.3185,-1,12.7409,-1,3937.5898,-1
3,5,20000,0.3219,-1,12.3944,-1,3937.5898,-1
3,6,20000,0.3235,-1,12.7928,-1,3937.5898,-1
3,7,20000,0.3285,-1,12.8817,-1,3937.5898,-1
4,0,25000,0.2755,-1,15.4808,-1,3937.5898,-1
4,1,25000,0.2919,-1,16.1891,-1,3937.8438,-1
4,2,25000,0.2974,-1,15.3933,-1,3937.8438,-1
4,3,25000,0.3027,-1,16.2165,-1,3938.1016,-1
4,4,25000,0.3066,-1,15.4281,-1,3938.1016,-1
4,5,25000,0.3138,-1,16.3600,-1,3938.3594,-1
4,6,25000,0.3163,-1,15.3971,-1,3938.3594,-1
4,7,25000,0.3215,-1,15.7069,-1,3938.3594,-1
5,0,30000,0.2815,-1,19.1897,-1,3939.3906,-1
5,1,30000,0.2919,-1,18.9232,-1,3939.5352,-1
5,2,30000,0.2982,-1,18.9311,-1,3939.7930,-1
5,3,30000,0.3030,-1,19.0401,-1,3939.7930,-1
5,4,30000,0.3060,-1,19.2033,-1,3940.0508,-1
5,5,30000,0.3171,-1,19.0871,-1,3940.0508,-1
5,6,30000,0.3152,-1,18.8979,-1,3940.3086,-1
5,7,30000,0.3166,-1,18.8291,-1,3940.3086,-1
6,0,35000,0.2825,-1,22.2359,-1,3942.8477,-1
6,1,35000,0.2975,-1,21.8386,-1,3943.0391,-1
6,2,35000,0.3030,-1,21.9636,-1,3943.1992,-1
6,3,35000,0.3081,-1,22.3078,-1,3943.7148,-1
6,4,35000,0.3080,-1,22.5324,-1,3943.7148,-1
6,5,35000,0.3132,-1,22.2282,-1,3943.9727,-1
6,6,35000,0.3189,-1,21.9438,-1,3944.2305,-1
6,7,35000,0.3163,-1,21.8154,-1,3944.2305,-1
7,0,40000,0.2838,-1,25.0024,-1,3946.8867,-1
7,1,40000,0.2927,-1,25.6502,-1,3945.4531,-1
7,2,40000,0.2998,-1,24.9334,-1,3945.4531,-1
7,3,40000,0.3001,-1,25.4294,-1,3945.4531,-1
7,4,40000,0.3033,-1,25.3691,-1,3945.4531,-1
7,5,40000,0.3026,-1,25.3630,-1,3945.4531,-1
7,6,40000,0.3064,-1,25.8304,-1,3945.4531,-1
7,7,40000,0.3080,-1,26.1577,-1,3945.4531,-1
8,0,45000,0.2795,-1,28.4693,-1,3947.8086,-1
8,1,45000,0.2844,-1,28.6521,-1,3947.8398,-1
8,2,45000,0.2912,-1,28.4142,-1,3948.0352,-1
8,3,45000,0.2936,-1,29.7640,-1,3948.2266,-1
8,4,45000,0.2922,-1,30.2137,-1,3948.4844,-1
8,5,45000,0.2967,-1,30.3535,-1,3948.7422,-1
8,6,45000,0.2970,-1,28.8480,-1,3949.0000,-1
8,7,45000,0.2990,-1,27.8931,-1,3949.0000,-1
9,0,50000,0.2714,-1,32.0494,-1,3952.5391,-1
9,1,50000,0.2790,-1,31.7018,-1,3952.7773,-1
9,2,50000,0.2852,-1,32.9398,-1,3953.0000,-1
9,3,50000,0.2829,-1,31.7737,-1,3953.2383,-1
9,4,50000,0.2883,-1,31.6303,-1,3953.4844,-1
9,5,50000,0.2882,-1,31.9305,-1,3953.7227,-1
9,6,50000,0.2859,-1,31.4082,-1,3953.9766,-1
9,7,50000,0.2900,-1,31.8912,-1,3954.2344,-1
