,Experience,naive,cumulative,joint_training,replay_500,replay_2500,lwf
0,0,0.27968000000000004,0.26386,0.97448,0.2858,0.26374,0.27652
0,0,0.27048,0.26978,0.9748199999999999,0.26868000000000003,0.28586000000000006,0.27446000000000004
0,0,0.28348,0.26914,0.9740599999999999,0.28192,0.28400000000000003,0.2707
0,1,0.4501799999999999,0.43576,0.97448,0.46467999999999987,0.44264000000000003,0.43904
0,1,0.44048,0.44828,0.9748199999999999,0.44719999999999993,0.44277999999999995,0.43845999999999996
0,1,0.44446,0.44820000000000004,0.9740599999999999,0.4427999999999999,0.45506000000000013,0.44028
0,2,0.59838,0.61386,0.97448,0.6098000000000001,0.60874,0.5877199999999999
0,2,0.5942200000000001,0.6164799999999999,0.9748199999999999,0.60512,0.6121399999999999,0.5833999999999999
0,2,0.58948,0.6211599999999999,0.9740599999999999,0.6079,0.61244,0.58592
0,3,0.7376199999999999,0.79626,0.97448,0.7810599999999999,0.7813399999999999,0.7200200000000001
0,3,0.7529,0.79826,0.9748199999999999,0.77322,0.78594,0.7202799999999999
0,3,0.74496,0.79692,0.9740599999999999,0.78036,0.78288,0.70464
0,4,0.9015600000000001,0.9796400000000001,0.97448,0.9535,0.96082,0.8139200000000001
0,4,0.9296599999999999,0.9778600000000001,0.9748199999999999,0.9545600000000001,0.96154,0.8418999999999999
0,4,0.9088200000000001,0.9785999999999999,0.9740599999999999,0.9529799999999999,0.95976,0.8141
