,Experience,naive,cumulative,joint_training,replay_500,replay_2500,lwf
0,0,60000.0,60000.0,300000.0,60000.0,60000.0,60000.0
0,0,60000.0,60000.0,300000.0,60000.0,60000.0,60000.0
0,0,60000.0,60000.0,300000.0,60000.0,60000.0,60000.0
0,1,60000.0,120000.0,300000.0,60000.0,60000.0,60000.0
0,1,60000.0,120000.0,300000.0,60000.0,60000.0,60000.0
0,1,60000.0,120000.0,300000.0,60000.0,60000.0,60000.0
0,2,60000.0,180000.0,300000.0,60000.0,60000.0,60000.0
0,2,60000.0,180000.0,300000.0,60000.0,60000.0,60000.0
0,2,60000.0,180000.0,300000.0,60000.0,60000.0,60000.0
0,3,60000.0,240000.0,300000.0,60000.0,60000.0,60000.0
0,3,60000.0,240000.0,300000.0,60000.0,60000.0,60000.0
0,3,60000.0,240000.0,300000.0,60000.0,60000.0,60000.0
0,4,60000.0,300000.0,300000.0,60000.0,60000.0,60000.0
0,4,60000.0,300000.0,300000.0,60000.0,60000.0,60000.0
0,4,60000.0,300000.0,300000.0,60000.0,60000.0,60000.0
