training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,10000,0.2083,-1,8.5357,-1,3854.0234,-1
0,1,10000,0.3204,-1,6.2232,-1,3854.0234,-1
0,2,10000,0.3732,-1,6.2176,-1,3854.0234,-1
0,3,10000,0.4287,-1,6.2291,-1,3854.0234,-1
0,4,10000,0.4695,-1,6.3100,-1,3854.0234,-1
0,5,10000,0.5133,-1,6.1614,-1,3854.0234,-1
0,6,10000,0.5491,-1,5.9007,-1,3854.0234,-1
0,7,10000,0.5819,-1,6.4609,-1,3854.0234,-1
0,8,10000,0.6137,-1,6.1991,-1,3854.0234,-1
0,9,10000,0.6689,-1,6.5060,-1,3854.0234,-1
1,0,20000,0.4465,-1,13.9036,-1,3856.8555,-1
1,1,20000,0.4908,-1,13.1739,-1,3857.1133,-1
1,2,20000,0.5266,-1,12.6305,-1,3857.1133,-1
1,3,20000,0.5464,-1,12.7297,-1,3857.1133,-1
1,4,20000,0.5784,-1,13.2329,-1,3857.1133,-1
1,5,20000,0.6006,-1,13.1906,-1,3857.1133,-1
1,6,20000,0.6253,-1,13.0942,-1,3857.1133,-1
1,7,20000,0.6532,-1,13.2961,-1,3857.1133,-1
1,8,20000,0.6565,-1,12.6397,-1,3857.1133,-1
1,9,20000,0.6886,-1,13.3923,-1,3857.1133,-1
2,0,30000,0.5412,-1,20.8475,-1,3859.7617,-1
2,1,30000,0.5735,-1,20.1058,-1,3860.0195,-1
2,2,30000,0.5827,-1,19.8459,-1,3860.0195,-1
2,3,30000,0.5955,-1,20.1026,-1,3860.0195,-1
2,4,30000,0.6188,-1,20.4059,-1,3860.0195,-1
2,5,30000,0.6303,-1,20.1481,-1,3859.9492,-1
2,6,30000,0.6441,-1,20.3386,-1,3859.9492,-1
2,7,30000,0.6551,-1,20.1668,-1,3859.9492,-1
2,8,30000,0.6587,-1,20.0838,-1,3859.8086,-1
2,9,30000,0.6745,-1,19.9132,-1,3859.8086,-1
3,0,40000,0.5857,-1,27.8811,-1,3866.4883,-1
3,1,40000,0.6114,-1,26.9775,-1,3866.5000,-1
3,2,40000,0.6217,-1,27.4548,-1,3866.5000,-1
3,3,40000,0.6403,-1,27.1419,-1,3866.4922,-1
3,4,40000,0.6528,-1,27.2869,-1,3866.3359,-1
3,5,40000,0.6526,-1,27.1661,-1,3866.3359,-1
3,6,40000,0.6651,-1,26.6153,-1,3866.2031,-1
3,7,40000,0.6697,-1,26.7485,-1,3866.2031,-1
3,8,40000,0.6881,-1,26.6606,-1,3866.2031,-1
3,9,40000,0.6928,-1,26.5981,-1,3865.9805,-1
4,0,50000,0.6110,-1,34.7200,-1,3869.0977,-1
4,1,50000,0.6220,-1,35.7588,-1,3868.8359,-1
4,2,50000,0.6365,-1,34.3453,-1,3868.8359,-1
4,3,50000,0.6410,-1,34.7145,-1,3868.7383,-1
4,4,50000,0.6508,-1,34.3350,-1,3868.7383,-1
4,5,50000,0.6604,-1,33.8622,-1,3866.8555,-1
4,6,50000,0.6682,-1,34.6624,-1,3866.8555,-1
4,7,50000,0.6698,-1,34.1697,-1,3866.6953,-1
4,8,50000,0.6788,-1,33.2128,-1,3866.6953,-1
4,9,50000,0.6765,-1,34.3786,-1,3866.6680,-1
5,0,60000,0.6113,-1,43.2465,-1,3872.4414,-1
5,1,60000,0.5936,-1,41.7749,-1,3869.2734,-1
5,2,60000,0.5941,-1,40.7005,-1,3868.0703,-1
5,3,60000,0.5983,-1,41.4887,-1,3868.0703,-1
5,4,60000,0.5427,-1,41.8006,-1,3868.0703,-1
5,5,60000,0.5295,-1,41.9915,-1,3868.0703,-1
5,6,60000,0.5652,-1,41.8352,-1,3868.0703,-1
5,7,60000,0.5853,-1,43.0504,-1,3868.0625,-1
5,8,60000,0.5736,-1,46.1988,-1,3868.0625,-1
5,9,60000,0.5794,-1,42.5745,-1,3868.0625,-1
6,0,70000,0.5675,-1,48.9981,-1,3870.0859,-1
6,1,70000,0.5656,-1,48.9075,-1,3870.0859,-1
