training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,5000,0.2870,-1,3.8554,-1,3919.6602,-1
0,1,5000,0.3700,-1,3.0541,-1,3919.6602,-1
0,2,5000,0.3982,-1,3.1524,-1,3919.6602,-1
0,3,5000,0.4146,-1,3.4364,-1,3919.6602,-1
0,4,5000,0.4428,-1,3.2792,-1,3919.6602,-1
0,5,5000,0.4408,-1,2.6713,-1,3919.6602,-1
0,6,5000,0.4692,-1,4.0967,-1,3919.6602,-1
0,7,5000,0.4778,-1,3.3274,-1,3919.6602,-1
1,0,5000,0.2424,-1,3.4353,-1,3919.6602,-1
1,1,5000,0.3540,-1,2.6927,-1,3919.6602,-1
1,2,5000,0.3982,-1,3.3143,-1,3919.6602,-1
1,3,5000,0.4156,-1,3.3840,-1,3919.6602,-1
1,4,5000,0.4280,-1,2.4862,-1,3919.6602,-1
1,5,5000,0.4262,-1,3.2617,-1,3919.6602,-1
1,6,5000,0.4440,-1,3.3741,-1,3919.6602,-1
1,7,5000,0.4598,-1,3.1926,-1,3919.6602,-1
2,0,5000,0.3088,-1,2.6950,-1,3919.6602,-1
2,1,5000,0.4286,-1,3.3197,-1,3919.6602,-1
2,2,5000,0.4534,-1,3.4077,-1,3919.6602,-1
2,3,5000,0.4762,-1,3.1863,-1,3919.6602,-1
2,4,5000,0.4836,-1,2.5214,-1,3919.6602,-1
2,5,5000,0.5044,-1,3.1890,-1,3919.6602,-1
2,6,5000,0.5124,-1,3.3714,-1,3919.6602,-1
2,7,5000,0.5246,-1,3.2307,-1,3919.6602,-1
3,0,5000,0.3094,-1,3.4200,-1,3919.6602,-1
3,1,5000,0.4362,-1,2.5804,-1,3919.6602,-1
3,2,5000,0.4670,-1,2.8825,-1,3919.6602,-1
3,3,5000,0.4758,-1,3.2686,-1,3919.6602,-1
3,4,5000,0.4934,-1,3.4712,-1,3919.6602,-1
3,5,5000,0.4990,-1,2.9105,-1,3919.6602,-1
3,6,5000,0.4966,-1,3.0326,-1,3919.6602,-1
3,7,5000,0.5244,-1,3.9108,-1,3919.6602,-1
4,0,5000,0.3142,-1,3.5237,-1,3919.6602,-1
4,1,5000,0.4494,-1,2.6037,-1,3919.6602,-1
4,2,5000,0.4734,-1,3.4025,-1,3919.6602,-1
4,3,5000,0.4960,-1,3.4365,-1,3919.6602,-1
4,4,5000,0.5100,-1,2.7785,-1,3919.6602,-1
4,5,5000,0.5192,-1,3.5575,-1,3919.6602,-1
4,6,5000,0.5248,-1,3.0585,-1,3919.6602,-1
4,7,5000,0.5418,-1,3.3754,-1,3919.6602,-1
5,0,5000,0.3508,-1,3.5497,-1,3919.6602,-1
5,1,5000,0.4800,-1,2.8727,-1,3919.6602,-1
5,2,5000,0.5176,-1,3.3467,-1,3919.6602,-1
5,3,5000,0.5258,-1,3.4621,-1,3919.6602,-1
5,4,5000,0.5336,-1,2.5453,-1,3919.6602,-1
5,5,5000,0.5504,-1,3.2902,-1,3919.6602,-1
5,6,5000,0.5594,-1,3.4085,-1,3919.6602,-1
5,7,5000,0.5620,-1,3.1723,-1,3919.6602,-1
6,0,5000,0.3598,-1,3.5170,-1,3919.6602,-1
6,1,5000,0.4834,-1,2.5468,-1,3919.6602,-1
6,2,5000,0.5160,-1,3.2616,-1,3919.6602,-1
6,3,5000,0.5224,-1,3.3646,-1,3919.6602,-1
6,4,5000,0.5386,-1,3.2385,-1,3919.6602,-1
6,5,5000,0.5522,-1,2.6211,-1,3919.6602,-1
6,6,5000,0.5634,-1,3.2752,-1,3919.6602,-1
6,7,5000,0.5722,-1,3.4494,-1,3919.6602,-1
7,0,5000,0.3178,-1,3.3924,-1,3919.6602,-1
7,1,5000,0.4576,-1,3.2105,-1,3919.6602,-1
7,2,5000,0.4952,-1,2.5251,-1,3919.6602,-1
7,3,5000,0.5066,-1,3.2420,-1,3919.6602,-1
7,4,5000,0.5302,-1,3.3991,-1,3919.6602,-1
7,5,5000,0.5398,-1,3.1812,-1,3919.6602,-1
7,6,5000,0.5446,-1,2.5661,-1,3919.6602,-1
7,7,5000,0.5530,-1,3.1168,-1,3919.6602,-1
8,0,5000,0.2992,-1,3.5312,-1,3919.6602,-1
8,1,5000,0.4376,-1,2.8650,-1,3919.6602,-1
8,2,5000,0.4622,-1,2.8665,-1,3919.6602,-1
8,3,5000,0.4854,-1,3.2868,-1,3919.6602,-1
8,4,5000,0.4912,-1,3.4613,-1,3919.6602,-1
8,5,5000,0.4902,-1,2.6608,-1,3919.6602,-1
8,6,5000,0.5028,-1,3.4424,-1,3919.6602,-1
8,7,5000,0.5144,-1,3.4528,-1,3919.6602,-1
9,0,5000,0.3576,-1,3.3951,-1,3919.6602,-1
9,1,5000,0.5268,-1,2.6333,-1,3919.6602,-1
9,2,5000,0.5540,-1,3.0711,-1,3919.6602,-1
9,3,5000,0.5674,-1,3.2669,-1,3919.6602,-1
9,4,5000,0.5842,-1,3.3996,-1,3919.6602,-1
9,5,5000,0.5840,-1,2.5467,-1,3919.6602,-1
9,6,5000,0.5982,-1,3.2356,-1,3919.6602,-1
9,7,5000,0.5998,-1,3.4308,-1,3919.6602,-1
