training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,5000,0.2946,-1,3.5520,-1,3944.4766,-1
0,1,5000,0.3638,-1,2.5331,-1,3798.2031,-1
0,2,5000,0.3946,-1,3.2849,-1,3798.2031,-1
0,3,5000,0.4210,-1,3.3611,-1,3798.2031,-1
0,4,5000,0.4328,-1,3.1550,-1,3798.2031,-1
0,5,5000,0.4424,-1,2.6821,-1,3798.2031,-1
0,6,5000,0.4590,-1,3.2740,-1,3798.2031,-1
0,7,5000,0.4748,-1,3.4023,-1,3798.2031,-1
1,0,5000,0.2498,-1,3.3857,-1,3798.2031,-1
1,1,5000,0.3676,-1,2.6811,-1,3798.2031,-1
1,2,5000,0.3784,-1,3.1230,-1,3798.2031,-1
1,3,5000,0.4166,-1,3.1798,-1,3798.2031,-1
1,4,5000,0.4144,-1,3.4210,-1,3798.2031,-1
1,5,5000,0.4286,-1,2.6086,-1,3798.2031,-1
1,6,5000,0.4456,-1,3.2770,-1,3798.2031,-1
1,7,5000,0.4550,-1,3.3918,-1,3798.2031,-1
2,0,5000,0.2902,-1,3.4807,-1,3798.2031,-1
2,1,5000,0.4212,-1,2.8809,-1,3798.2031,-1
2,2,5000,0.4580,-1,2.9990,-1,3798.2031,-1
2,3,5000,0.4814,-1,3.1774,-1,3798.2031,-1
2,4,5000,0.4894,-1,3.4007,-1,3798.2031,-1
2,5,5000,0.5024,-1,2.4362,-1,3798.2031,-1
2,6,5000,0.5096,-1,3.0016,-1,3798.2031,-1
2,7,5000,0.5278,-1,3.2971,-1,3798.2031,-1
3,0,5000,0.3092,-1,2.7056,-1,3798.2031,-1
3,1,5000,0.4306,-1,3.2757,-1,3798.2031,-1
3,2,5000,0.4678,-1,3.3784,-1,3798.2031,-1
3,3,5000,0.4766,-1,3.2532,-1,3798.2031,-1
3,4,5000,0.4852,-1,2.4838,-1,3798.2031,-1
3,5,5000,0.5064,-1,3.2698,-1,3798.2031,-1
3,6,5000,0.5072,-1,3.4009,-1,3798.2031,-1
3,7,5000,0.5022,-1,2.6582,-1,3798.2031,-1
4,0,5000,0.3128,-1,3.4057,-1,3798.2031,-1
4,1,5000,0.4446,-1,3.2379,-1,3798.2031,-1
4,2,5000,0.4770,-1,2.6011,-1,3798.2031,-1
4,3,5000,0.4978,-1,3.2338,-1,3798.2031,-1
4,4,5000,0.5152,-1,3.3723,-1,3798.2031,-1
4,5,5000,0.5200,-1,2.8377,-1,3798.2031,-1
4,6,5000,0.5350,-1,2.9716,-1,3798.2031,-1
4,7,5000,0.5346,-1,3.2411,-1,3798.2031,-1
5,0,5000,0.3422,-1,3.4074,-1,3798.2031,-1
5,1,5000,0.4782,-1,2.5818,-1,3798.2031,-1
5,2,5000,0.5156,-1,3.1988,-1,3798.2031,-1
5,3,5000,0.5292,-1,3.3929,-1,3798.2031,-1
5,4,5000,0.5394,-1,3.2254,-1,3798.2031,-1
5,5,5000,0.5474,-1,2.7184,-1,3798.2031,-1
5,6,5000,0.5594,-1,3.0680,-1,3798.2031,-1
5,7,5000,0.5702,-1,3.2910,-1,3798.2031,-1
6,0,5000,0.3546,-1,3.3802,-1,3798.2031,-1
6,1,5000,0.4884,-1,2.9897,-1,3798.2031,-1
6,2,5000,0.5166,-1,2.8502,-1,3798.2031,-1
6,3,5000,0.5376,-1,3.2578,-1,3798.2031,-1
6,4,5000,0.5462,-1,3.3741,-1,3798.2031,-1
6,5,5000,0.5544,-1,3.1672,-1,3798.2031,-1
6,6,5000,0.5590,-1,3.3575,-1,3798.2031,-1
6,7,5000,0.5698,-1,3.9312,-1,3798.2031,-1
7,0,5000,0.3182,-1,3.7483,-1,3798.2031,-1
7,1,5000,0.4594,-1,3.2957,-1,3798.2031,-1
7,2,5000,0.4918,-1,2.6963,-1,3798.2031,-1
7,3,5000,0.5116,-1,3.3755,-1,3798.2031,-1
7,4,5000,0.5230,-1,3.5407,-1,3798.2031,-1
7,5,5000,0.5214,-1,2.7975,-1,3798.2031,-1
7,6,5000,0.5456,-1,3.3750,-1,3798.2031,-1
7,7,5000,0.5438,-1,3.3727,-1,3798.2031,-1
8,0,5000,0.2986,-1,3.5727,-1,3798.2031,-1
8,1,5000,0.4432,-1,2.3718,-1,3798.2031,-1
8,2,5000,0.4622,-1,3.2248,-1,3798.2031,-1
8,3,5000,0.4644,-1,3.4148,-1,3798.2031,-1
8,4,5000,0.4870,-1,3.2628,-1,3798.2031,-1
8,5,5000,0.4970,-1,2.6208,-1,3798.2031,-1
8,6,5000,0.5010,-1,3.2216,-1,3798.2031,-1
8,7,5000,0.5102,-1,3.4113,-1,3798.2031,-1
9,0,5000,0.3580,-1,3.4548,-1,3798.2031,-1
9,1,5000,0.5280,-1,2.6685,-1,3798.2031,-1
9,2,5000,0.5484,-1,2.5403,-1,3798.2031,-1
9,3,5000,0.5740,-1,3.2324,-1,3798.2031,-1
9,4,5000,0.5810,-1,3.4014,-1,3798.2031,-1
9,5,5000,0.5856,-1,2.8842,-1,3798.2031,-1
9,6,5000,0.6022,-1,2.8654,-1,3798.2031,-1
9,7,5000,0.6062,-1,3.2548,-1,3798.2031,-1
