training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,10000,0.2104,-1,7.0816,-1,3259.2461,-1
0,1,10000,0.3152,-1,6.4626,-1,3259.2539,-1
0,2,10000,0.3857,-1,6.6384,-1,3259.2539,-1
0,3,10000,0.4352,-1,6.3822,-1,3259.3477,-1
0,4,10000,0.4662,-1,6.6178,-1,3259.3477,-1
0,5,10000,0.5114,-1,7.0635,-1,3259.3477,-1
0,6,10000,0.5468,-1,7.1889,-1,3259.3477,-1
0,7,10000,0.5860,-1,7.4404,-1,3259.3477,-1
0,8,10000,0.6050,-1,6.9911,-1,3259.3477,-1
0,9,10000,0.6307,-1,6.7797,-1,3259.3477,-1
1,0,10000,0.2349,-1,6.9261,-1,3261.2656,-1
1,1,10000,0.3303,-1,6.4407,-1,3261.2852,-1
1,2,10000,0.3774,-1,6.4248,-1,3261.2891,-1
1,3,10000,0.4292,-1,6.2463,-1,3261.2891,-1
1,4,10000,0.4619,-1,6.2757,-1,3261.2891,-1
1,5,10000,0.5037,-1,6.2702,-1,3261.2891,-1
1,6,10000,0.5457,-1,6.4756,-1,3261.3008,-1
1,7,10000,0.5676,-1,6.2117,-1,3261.3047,-1
1,8,10000,0.5985,-1,6.5381,-1,3261.3086,-1
1,9,10000,0.6401,-1,5.8508,-1,3261.3125,-1
2,0,10000,0.2444,-1,6.6258,-1,3261.6523,-1
2,1,10000,0.3520,-1,6.3408,-1,3261.9102,-1
2,2,10000,0.4196,-1,6.8432,-1,3261.9102,-1
2,3,10000,0.4593,-1,6.4386,-1,3262.0273,-1
2,4,10000,0.5096,-1,6.7992,-1,3262.0273,-1
2,5,10000,0.5426,-1,6.3423,-1,3262.0273,-1
2,6,10000,0.5665,-1,5.9862,-1,3262.0273,-1
2,7,10000,0.6166,-1,6.3549,-1,3262.0273,-1
2,8,10000,0.6293,-1,6.0492,-1,3262.0273,-1
2,9,10000,0.6585,-1,6.4514,-1,3262.0273,-1
3,0,10000,0.2139,-1,6.1860,-1,3262.5820,-1
3,1,10000,0.3297,-1,6.3104,-1,3262.5273,-1
3,2,10000,0.3944,-1,6.3612,-1,3262.5273,-1
3,3,10000,0.4276,-1,6.5082,-1,3262.5273,-1
3,4,10000,0.4808,-1,6.1204,-1,3262.5273,-1
3,5,10000,0.5320,-1,6.4978,-1,3262.5273,-1
3,6,10000,0.5696,-1,6.2201,-1,3262.5273,-1
3,7,10000,0.5988,-1,6.4758,-1,3262.5273,-1
3,8,10000,0.6259,-1,6.2578,-1,3262.5273,-1
3,9,10000,0.6471,-1,6.4986,-1,3262.5273,-1
4,0,10000,0.2215,-1,6.4894,-1,3262.9453,-1
4,1,10000,0.3126,-1,6.0786,-1,3262.9453,-1
4,2,10000,0.3673,-1,6.5521,-1,3262.9453,-1
4,3,10000,0.4083,-1,6.8377,-1,3262.9453,-1
4,4,10000,0.4600,-1,6.4642,-1,3262.9453,-1
4,5,10000,0.4930,-1,6.2279,-1,3262.9453,-1
4,6,10000,0.5299,-1,6.1535,-1,3262.9453,-1
4,7,10000,0.5371,-1,6.5717,-1,3262.9453,-1
4,8,10000,0.5877,-1,6.9594,-1,3262.9453,-1
4,9,10000,0.6131,-1,6.4868,-1,3262.9453,-1
5,0,10000,0.2190,-1,6.6327,-1,3262.9453,-1
5,1,10000,0.3369,-1,6.3552,-1,3262.9453,-1
5,2,10000,0.3833,-1,6.4262,-1,3262.9453,-1
5,3,10000,0.4364,-1,6.6708,-1,3262.9453,-1
5,4,10000,0.4714,-1,6.4173,-1,3262.9453,-1
5,5,10000,0.5285,-1,6.2792,-1,3262.9453,-1
5,6,10000,0.5618,-1,6.4597,-1,3262.9453,-1
5,7,10000,0.5849,-1,6.3607,-1,3262.9453,-1
5,8,10000,0.6332,-1,6.6303,-1,3262.9453,-1
5,9,10000,0.6654,-1,6.2002,-1,3262.9453,-1
6,0,10000,0.1741,-1,6.0051,-1,3262.9453,-1
6,1,10000,0.2784,-1,6.4369,-1,3262.9453,-1
6,2,10000,0.3276,-1,6.4545,-1,3262.9453,-1
