training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,50000,0.0897,-1,32.7064,-1,3880.7422,-1
0,1,50000,0.1344,-1,32.9136,-1,3879.8047,-1
0,2,50000,0.1586,-1,32.7376,-1,3880.0625,-1
0,3,50000,0.1721,-1,32.8378,-1,3880.0625,-1
0,4,50000,0.1850,-1,32.4479,-1,3880.3203,-1
0,5,50000,0.1930,-1,32.9778,-1,3880.8320,-1
0,6,50000,0.2026,-1,32.2795,-1,3881.0898,-1
0,7,50000,0.2099,-1,33.0050,-1,3881.3477,-1
