training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,50000,0.0897,-1,32.7064,-1,3880.7422,-1
0,1,50000,0.1344,-1,32.9136,-1,3879.8047,-1
0,2,50000,0.1586,-1,32.7376,-1,3880.0625,-1
0,3,50000,0.1721,-1,32.8378,-1,3880.0625,-1
0,4,50000,0.1850,-1,32.4479,-1,3880.3203,-1
0,5,50000,0.1930,-1,32.9778,-1,3880.8320,-1
0,6,50000,0.2026,-1,32.2795,-1,3881.0898,-1
0,7,50000,0.2099,-1,33.0050,-1,3881.3477,-1
1,0,50000,0.0897,-1,32.7064,-1,3880.7422,-1
1,1,50000,0.1344,-1,32.9136,-1,3879.8047,-1
1,2,50000,0.1586,-1,32.7376,-1,3880.0625,-1
1,3,50000,0.1721,-1,32.8378,-1,3880.0625,-1
1,4,50000,0.1850,-1,32.4479,-1,3880.3203,-1
1,5,50000,0.1930,-1,32.9778,-1,3880.8320,-1
1,6,50000,0.2026,-1,32.2795,-1,3881.0898,-1
1,7,50000,0.2099,-1,33.0050,-1,3881.3477,-1
2,0,50000,0.0897,-1,32.7064,-1,3880.7422,-1
2,1,50000,0.1344,-1,32.9136,-1,3879.8047,-1
2,2,50000,0.1586,-1,32.7376,-1,3880.0625,-1
2,3,50000,0.1721,-1,32.8378,-1,3880.0625,-1
2,4,50000,0.1850,-1,32.4479,-1,3880.3203,-1
2,5,50000,0.1930,-1,32.9778,-1,3880.8320,-1
2,6,50000,0.2026,-1,32.2795,-1,3881.0898,-1
2,7,50000,0.2099,-1,33.0050,-1,3881.3477,-1
3,0,50000,0.0897,-1,32.7064,-1,3880.7422,-1
3,1,50000,0.1344,-1,32.9136,-1,3879.8047,-1
3,2,50000,0.1586,-1,32.7376,-1,3880.0625,-1
3,3,50000,0.1721,-1,32.8378,-1,3880.0625,-1
3,4,50000,0.1850,-1,32.4479,-1,3880.3203,-1
3,5,50000,0.1930,-1,32.9778,-1,3880.8320,-1
3,6,50000,0.2026,-1,32.2795,-1,3881.0898,-1
3,7,50000,0.2099,-1,33.0050,-1,3881.3477,-1
4,0,50000,0.0897,-1,32.7064,-1,3880.7422,-1
4,1,50000,0.1344,-1,32.9136,-1,3879.8047,-1
4,2,50000,0.1586,-1,32.7376,-1,3880.0625,-1
4,3,50000,0.1721,-1,32.8378,-1,3880.0625,-1
4,4,50000,0.1850,-1,32.4479,-1,3880.3203,-1
4,5,50000,0.1930,-1,32.9778,-1,3880.8320,-1
4,6,50000,0.2026,-1,32.2795,-1,3881.0898,-1
4,7,50000,0.2099,-1,33.0050,-1,3881.3477,-1
5,0,50000,0.0897,-1,32.7064,-1,3880.7422,-1
5,1,50000,0.1344,-1,32.9136,-1,3879.8047,-1
5,2,50000,0.1586,-1,32.7376,-1,3880.0625,-1
5,3,50000,0.1721,-1,32.8378,-1,3880.0625,-1
5,4,50000,0.1850,-1,32.4479,-1,3880.3203,-1
5,5,50000,0.1930,-1,32.9778,-1,3880.8320,-1
5,6,50000,0.2026,-1,32.2795,-1,3881.0898,-1
5,7,50000,0.2099,-1,33.0050,-1,3881.3477,-1
6,0,50000,0.0897,-1,32.7064,-1,3880.7422,-1
6,1,50000,0.1344,-1,32.9136,-1,3879.8047,-1
6,2,50000,0.1586,-1,32.7376,-1,3880.0625,-1
6,3,50000,0.1721,-1,32.8378,-1,3880.0625,-1
6,4,50000,0.1850,-1,32.4479,-1,3880.3203,-1
6,5,50000,0.1930,-1,32.9778,-1,3880.8320,-1
6,6,50000,0.2026,-1,32.2795,-1,3881.0898,-1
6,7,50000,0.2099,-1,33.0050,-1,3881.3477,-1
7,0,50000,0.0897,-1,32.7064,-1,3880.7422,-1
7,1,50000,0.1344,-1,32.9136,-1,3879.8047,-1
7,2,50000,0.1586,-1,32.7376,-1,3880.0625,-1
7,3,50000,0.1721,-1,32.8378,-1,3880.0625,-1
7,4,50000,0.1850,-1,32.4479,-1,3880.3203,-1
7,5,50000,0.1930,-1,32.9778,-1,3880.8320,-1
7,6,50000,0.2026,-1,32.2795,-1,3881.0898,-1
7,7,50000,0.2099,-1,33.0050,-1,3881.3477,-1
8,0,50000,0.0897,-1,32.7064,-1,3880.7422,-1
8,1,50000,0.1344,-1,32.9136,-1,3879.8047,-1
8,2,50000,0.1586,-1,32.7376,-1,3880.0625,-1
8,3,50000,0.1721,-1,32.8378,-1,3880.0625,-1
8,4,50000,0.1850,-1,32.4479,-1,3880.3203,-1
8,5,50000,0.1930,-1,32.9778,-1,3880.8320,-1
8,6,50000,0.2026,-1,32.2795,-1,3881.0898,-1
8,7,50000,0.2099,-1,33.0050,-1,3881.3477,-1
9,0,50000,0.0897,-1,32.7064,-1,3880.7422,-1
9,1,50000,0.1344,-1,32.9136,-1,3879.8047,-1
9,2,50000,0.1586,-1,32.7376,-1,3880.0625,-1
9,3,50000,0.1721,-1,32.8378,-1,3880.0625,-1
9,4,50000,0.1850,-1,32.4479,-1,3880.3203,-1
9,5,50000,0.1930,-1,32.9778,-1,3880.8320,-1
9,6,50000,0.2026,-1,32.2795,-1,3881.0898,-1
9,7,50000,0.2099,-1,33.0050,-1,3881.3477,-1
