training_exp,epoch,training_items,training_accuracy,val_accuracy,training_timing,val_timing,training_ram_usage,val_ram_usage
0,0,5000,0.2906,-1,3.2807,-1,4010.5977,-1
0,1,5000,0.3770,-1,2.7448,-1,4010.5977,-1
0,2,5000,0.3850,-1,3.3986,-1,4010.5977,-1
0,3,5000,0.4174,-1,3.4062,-1,4010.5977,-1
0,4,5000,0.4278,-1,2.6880,-1,4010.5977,-1
0,5,5000,0.4420,-1,3.1332,-1,4010.5977,-1
0,6,5000,0.4640,-1,3.2797,-1,4010.5977,-1
0,7,5000,0.4810,-1,3.3502,-1,4010.5977,-1
1,0,10000,0.2769,-1,6.1112,-1,4010.5977,-1
1,1,10000,0.3132,-1,6.7842,-1,4010.5977,-1
1,2,10000,0.3241,-1,5.9896,-1,4010.5977,-1
1,3,10000,0.3385,-1,6.5623,-1,4010.5977,-1
1,4,10000,0.3503,-1,6.1931,-1,4010.5977,-1
1,5,10000,0.3582,-1,6.1362,-1,4010.5977,-1
1,6,10000,0.3683,-1,6.7160,-1,4010.5977,-1
1,7,10000,0.3750,-1,5.9643,-1,4010.5977,-1
2,0,15000,0.2785,-1,9.4663,-1,4010.5977,-1
2,1,15000,0.3028,-1,9.6494,-1,4010.5977,-1
2,2,15000,0.3170,-1,9.5322,-1,4010.5977,-1
2,3,15000,0.3283,-1,9.4307,-1,4010.5977,-1
2,4,15000,0.3361,-1,9.4426,-1,4010.5977,-1
2,5,15000,0.3439,-1,9.3506,-1,4010.5977,-1
2,6,15000,0.3441,-1,9.4304,-1,4010.5977,-1
2,7,15000,0.3533,-1,9.5089,-1,4010.5977,-1
3,0,20000,0.2833,-1,12.8997,-1,4011.9688,-1
3,1,20000,0.2939,-1,12.1217,-1,4012.1406,-1
3,2,20000,0.3038,-1,12.8329,-1,4012.3984,-1
3,3,20000,0.3145,-1,13.0176,-1,4012.3984,-1
3,4,20000,0.3162,-1,12.1873,-1,4012.3984,-1
3,5,20000,0.3230,-1,12.7357,-1,4012.3984,-1
3,6,20000,0.3244,-1,12.9024,-1,4012.6562,-1
3,7,20000,0.3276,-1,12.6408,-1,4012.6562,-1
4,0,25000,0.2752,-1,15.7345,-1,4014.4727,-1
4,1,25000,0.2926,-1,15.6578,-1,4014.5430,-1
4,2,25000,0.2974,-1,15.7933,-1,4014.5430,-1
4,3,25000,0.3072,-1,16.2176,-1,4015.0547,-1
4,4,25000,0.3099,-1,15.3943,-1,4015.0547,-1
4,5,25000,0.3100,-1,16.2858,-1,4015.0547,-1
4,6,25000,0.3132,-1,15.7667,-1,3865.8438,-1
4,7,25000,0.3200,-1,15.6103,-1,3865.8438,-1
5,0,30000,0.2794,-1,18.9644,-1,3865.8438,-1
5,1,30000,0.2947,-1,18.9239,-1,3865.8438,-1
5,2,30000,0.2983,-1,19.1227,-1,3865.8438,-1
5,3,30000,0.3048,-1,18.8970,-1,3865.8438,-1
5,4,30000,0.3087,-1,18.8835,-1,3865.8438,-1
5,5,30000,0.3085,-1,18.9660,-1,3865.8438,-1
5,6,30000,0.3117,-1,18.9787,-1,3865.8438,-1
5,7,30000,0.3167,-1,19.1190,-1,3865.8438,-1
6,0,35000,0.2817,-1,22.3435,-1,3865.8438,-1
6,1,35000,0.2945,-1,22.8011,-1,3865.8438,-1
6,2,35000,0.3022,-1,23.0637,-1,3865.8438,-1
6,3,35000,0.3076,-1,22.5665,-1,3865.8438,-1
6,4,35000,0.3105,-1,22.7577,-1,3865.8438,-1
6,5,35000,0.3126,-1,21.6102,-1,3865.8438,-1
6,6,35000,0.3169,-1,22.3520,-1,3865.8438,-1
6,7,35000,0.3177,-1,21.9179,-1,3865.8438,-1
7,0,40000,0.2823,-1,25.1455,-1,3865.8438,-1
7,1,40000,0.2929,-1,25.6793,-1,3865.8438,-1
7,2,40000,0.2978,-1,25.0762,-1,3865.8438,-1
7,3,40000,0.2992,-1,25.5406,-1,3865.8438,-1
7,4,40000,0.3038,-1,26.2939,-1,3865.8438,-1
7,5,40000,0.3044,-1,27.1317,-1,3865.8438,-1
7,6,40000,0.3052,-1,26.6062,-1,3865.8438,-1
7,7,40000,0.3091,-1,25.9639,-1,3865.8438,-1
8,0,45000,0.2804,-1,28.4637,-1,3866.1016,-1
8,1,45000,0.2834,-1,27.7355,-1,3866.1016,-1
8,2,45000,0.2896,-1,28.4417,-1,3866.1016,-1
8,3,45000,0.2926,-1,28.6061,-1,3866.1016,-1
8,4,45000,0.2960,-1,28.7654,-1,3866.1016,-1
8,5,45000,0.3000,-1,29.2902,-1,3866.1016,-1
8,6,45000,0.2962,-1,28.8268,-1,3866.1016,-1
8,7,45000,0.3006,-1,28.4014,-1,3866.1016,-1
9,0,50000,0.2728,-1,31.8600,-1,3866.3594,-1
9,1,50000,0.2805,-1,31.8313,-1,3866.3594,-1
9,2,50000,0.2802,-1,31.6805,-1,3866.6172,-1
9,3,50000,0.2871,-1,31.1233,-1,3866.8750,-1
9,4,50000,0.2878,-1,31.5533,-1,3867.1328,-1
9,5,50000,0.2891,-1,31.1874,-1,3867.3906,-1
9,6,50000,0.2894,-1,31.6794,-1,3867.6484,-1
9,7,50000,0.2938,-1,31.4168,-1,3867.9062,-1
